# Upstream commits since a662fbb2ff touching src/Mod/PartDesign tests/src/Mod/PartDesign src/Gui/Inventor/Draggers src/Mod/Part/App/GizmoHelper, tip 3383e9119f.
# kind: subject-regex guess (fix/feature/refactor/noise/?). family: gizmo = touches the gizmo sources or says gizmo/dragger.
# fwd/rev: git apply --check against the branch at creation. status: have(rev)=reverse-applies, open.
# decision: taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	family	fwd	rev	status	lines	decision	subject	files
4d9b89e265	2024-03-25	Andre Althaus	feature		0	0	open	28		Add function to check if a Transformed feature is a sub-feature of MultiTransform	App/FeatureTransformed.cpp App/FeatureTransformed.h
45bb606095	2024-03-25	Andre Althaus	feature		0	0	open	202		Add a TransformMode property to the pattern features	App/FeatureMultiTransform.cpp App/FeatureScaled.cpp App/FeatureTransformed.cpp App/FeatureTransformed.h
a6c061e19a	2024-03-25	Andre Althaus	feature		0	0	open	135		Add a combo box to the transform featues UI for the TransformMode	Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/TaskTransformedParameters.ui
067c774292	2024-05-23	Andre Althaus	?		0	0	open	518		Format code with clang-format	App/FeatureMultiTransform.cpp App/FeatureMultiTransform.h App/FeatureScaled.cpp App/FeatureScaled.h App/FeatureTransformed.cpp App/FeatureTransformed.h
a93e94dabb	2024-03-25	Andre Althaus	refactor		0	0	open	205		Modernize code	App/FeatureMultiTransform.cpp App/FeatureScaled.cpp App/FeatureTransformed.cpp
b4b41a9428	2024-03-25	Andre Althaus	refactor		0	0	open	57		Remove unused function	App/FeatureTransformed.cpp App/FeatureTransformed.h
648faf5d36	2024-03-25	Andre Althaus	fix		0	0	open	2	deferred (Needs upstream's Transformed::TransformMode)	Fix ambiguous setValue() call	App/FeatureTransformed.cpp
0b5e993b90	2024-03-28	Andre Althaus	fix		0	0	open	45	n/a (The fork has no "Transform Body" TransformMode, and Body::isMemberOfMultiTran...)	Fix solid feature detection for "Transform Body" mode	App/Body.cpp App/Body.h App/FeatureTransformed.h
5dca1d3e04	2024-05-01	Andre Althaus	?		0	0	open	29		Change MultiTransform child detection to the previous method	App/FeatureTransformed.cpp
9ed12bfb30	2024-05-18	Andre Althaus	?		0	0	open	67		Set TransformMode to "Transform body" if no features are selected on creation of transform features	Gui/Command.cpp
359c58f2ef	2024-05-23	Andre Althaus	?		0	0	open	58		Remove feature selection dialog for transformed features	Gui/Command.cpp
b7bbc2ed11	2024-05-23	Zheng, Lei	fix		0	0	open	98	have (Fork's SubShapeBinder in Part has the owner retag and collapseGeoChildren)	Toponaming: Missing code for shapebinder	App/ShapeBinder.cpp App/ShapeBinder.h
51be8e7b4e	2024-05-13	David Carter	?		0	0	open	3		Material: Appearance and Material inspectors	Gui/Workbench.cpp
904d689218	2024-05-25	Max Wilfinger	?		1	0	open	595		Adjust shaft wizard icon to match other Part Design icons	WizardShaft/WizardShaft.svg
9d0320198f	2024-05-26	Max Wilfinger	?		0	1	have(rev)	1		Revert UI command change in Sketcher and PartDesign	Gui/Workbench.cpp
cae23ddcc8	2024-05-28	Andre Althaus	refactor		0	0	open	109		Replace combobox with radio buttons	Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/TaskTransformedParameters.ui
917cebd66e	2024-05-28	Andre Althaus	fix		0	0	open	6	n/a (Fork's TaskTransformedParameters has no buttonGroupMode)	Fix signal for Qt < 5.15	Gui/TaskTransformedParameters.cpp
4185605d5e	2024-05-29	wmayer	noise		1	0	open	6		clang/gcc: Add build option FREECAD_WARN_ERROR to force to make warnings into errors	App/CMakeLists.txt Gui/CMakeLists.txt
ffad1e0c34	2024-05-29	wmayer	noise		0	0	open	2		Mod: Fix several compiler warnings	App/FeatureRevolution.cpp
958d83ed06	2024-06-01	bgbsww	feature		0	0	open	13		Toponaming: Restore use of AttachmentSupport	App/FeatureSketchBased.cpp
8b5a3b1124	2024-06-01	David Carter	?		0	0	open	41		Material: Appearance Updates 2	Gui/ViewProviderBody.cpp Gui/ViewProviderDressUp.cpp Gui/ViewProviderDressUp.h Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderShapeBinder.h
669f2da362	2024-05-31	bgbsww	fix		0	0	open	114	have (Fork's own importExternalElements (Utils.cpp:1687))	Toponaming: fix bug with points in sketches	Gui/Command.cpp
6474a44c87	2024-06-03	Zheng, Lei	feature		0	0	open	31		Toponaming: update TaskDressUp addAllEdges	Gui/TaskDressUpParameters.cpp
11fa271eb5	2024-06-03	Chris Hennes	noise		0	0	open	4		Test: Support system GTest, and give warning if no submodule (#13662)	tests/src/Mod/PartDesign/App/DatumPlane.cpp tests/src/Mod/PartDesign/App/ShapeBinder.cpp
309dd6e30d	2024-05-26	Florian Foinant-Willig	?		0	0	open	105		PD Extrude up to multiple faces or shape	App/FeatureExtrude.cpp App/FeaturePad.cpp App/FeaturePocket.cpp App/FeatureSketchBased.cpp App/FeatureSketchBased.h
96aa878b7e	2024-06-03	bgbsww	noise		0	0	open	24		Toponaming: reformat code	App/FeatureDressUp.cpp Gui/TaskDressUpParameters.cpp
9456df5a4b	2024-06-04	wmayer	noise		0	0	open	3		Fix compiler warnings	Gui/TaskDressUpParameters.cpp
3f6f8c0172	2024-05-31	Kacper Donat	refactor		0	0	open	34		Gui: Refactor DressUp VP to use setHighlighted*	Gui/ViewProviderDressUp.cpp Gui/ViewProviderDressUp.h
b68da9d844	2024-05-31	Kacper Donat	feature		0	0	open	804		GUI: Add UI for Up To Shape feature	App/FeatureExtrude.h Gui/AppPartDesignGui.cpp Gui/CMakeLists.txt Gui/TaskExtrudeParameters.cpp Gui/TaskExtrudeParameters.h Gui/TaskPadParameters.cpp Gui/TaskPadParameters.h Gui/TaskPadPocketParameters.ui Gui/TaskPocketParameters.cpp Gui/TaskPocketParameters.h Gui/TaskSketchBasedParameters.cpp Gui/TaskTransformedParameters.h Gui/ViewProviderExtrude.cpp Gui/ViewProviderExtrude.h Gui/ViewProviderPad.cpp Gui/ViewProviderPad.h Gui/ViewProviderPocket.cpp Gui/ViewProviderPocket.h
0b4e01047f	2024-06-10	Florian Foinant-Willig	fix		0	0	open	22	have (its test taken in 16f80f19fd)	Fix can't pad a sketch on datum plane (#14397)	App/FeatureExtrude.cpp PartDesignTests/TestPad.py
1f35398d5a	2024-06-10	Kacper Donat	fix		0	0	open	12	deferred (UpToShape (ViewProviderExtrude))	Gui: Fix use of no longer existing DiffuseColor property	Gui/ViewProviderExtrude.cpp
dd816a635c	2024-06-11	wmayer	noise		0	0	open	2		Fix several compiler warnings	Gui/TaskExtrudeParameters.cpp
b4c5a6d5ba	2024-06-05	wmayer	fix		0	0	open	1		Fix several regressions:	Gui/ViewProviderBody.cpp
9b198c7704	2024-06-12	wmayer	noise		0	0	open	4		MSVC: Fix warnings and build failure	App/FeatureLoft.cpp App/FeaturePrimitive.cpp
8f6798fcc1	2024-06-11	wmayer	noise		0	0	open	2		PD: Fix Qt warning at runtime	Gui/TaskExtrudeParameters.cpp
41b1fdcb84	2024-06-14	wmayer	fix		0	0	open	6	have (unifyVisualProperty null-checks the VP (ViewProviderBody.cpp:634-635))	PD: Fixes issue #14598: FreeCAD crashes on Undo	Gui/ViewProviderBody.cpp
3ab53aba3d	2024-06-16	xtemp09	noise		0	0	open	5		Fix crash described in 14370 (issue comment)	Gui/TaskDressUpParameters.cpp
1ccb74f141	2024-06-18	wmayer	fix		0	0	open	5	have (ViewProviderBody.cpp:635-636 null-checks)	PD: Fix crash in ViewProviderBody::unifyVisualProperty	Gui/ViewProviderBody.cpp
df4a4591d2	2024-06-19	Jookia	refactor		0	0	open	2		Tests: Use assertEqual instead of assertEquals	PartDesignTests/TestTopologicalNamingProblem.py
4c3fc869fe	2024-06-22	bgbsww	?		0	0	open	31		Toponaming: Check for selection mapped element name	PartDesignTests/TestTopologicalNamingProblem.py
3c3709cb5d	2024-06-23	bgbsww	fix		0	0	open	13	have (Upstream porting the fork's element-map persistence (ElementMap.cpp:1846))	Toponaming: Fix save and restore of elementmaps	PartDesignTests/TestTopologicalNamingProblem.py
36b9b58eb3	2024-06-24	mosfet80	?		0	0	open	2		[MOD:PART] removed unused parameter (#14252)	App/FeatureRevolution.cpp
114166a0e3	2024-06-24	Adrian Insaurralde Avalos	feature		0	0	open	1652		PD: improve hole dialog layout (#14031)	Gui/TaskHoleParameters.ui
44e8f91085	2024-06-22	Syres916	fix		1	0	open	3	taken 23d0ad5e07	[PartDesign] Fix thread depth level not enabled unless clicked 3 times	Gui/TaskHoleParameters.cpp
49e214729c	2024-06-06	Syres916	feature		0	0	open	427		Part/Toponaming: makeElementWires  * Added tests developed by Syres916	PartDesignTests/TestTopologicalNamingProblem.py
6c41f92980	2024-06-26	Chris Hennes	feature		0	0	open	2		TNP: Update test to use AttachmentSupport	PartDesignTests/TestTopologicalNamingProblem.py
47f94afcba	2024-06-27	bgbsww	feature		0	0	open	325		Toponaming: Add tests for subshaoebinder, attachment problems.	PartDesignTests/TestTopologicalNamingProblem.py
7a4bc95d47	2024-06-27	Zheng, Lei	fix		0	0	open	93	have (Fork's own code ported upstream (FeatureBase.cpp, PartFeature.cpp:555, Body.c...)	Toponaming: Transfer in missing Code for BaseFeatures and Sketches	App/Body.cpp App/FeatureBase.cpp
a674729dd3	2024-06-27	bgbsww	refactor		0	0	open	55		Toponaming: Cleanups	App/Body.cpp
54920e6611	2024-06-27	pre-commit-ci[bot]	refactor		0	0	open	3		Review cleanups	App/Body.cpp
e490531510	2024-07-01	Max Wilfinger	?		0	0	open	19		Activate Part/Part Design check and refine preferences by default (#14406)	App/FeatureAddSub.cpp App/FeatureBoolean.cpp App/FeatureTransformed.cpp App/ShapeBinder.cpp PartDesignTests/TestTopologicalNamingProblem.py
3abd1989a9	2024-06-19	wmayer	refactor		0	0	open	2		PD: Rename duplicated test method	PartDesignTests/TestTopologicalNamingProblem.py
b08714116c	2024-07-04	shai	fix		0	0	open	21	have (TopoShapePy::getElement already takes silent (fork code ported upstream))	Fix python shape setElement function. Partially fixes #15095	PartDesignTests/TestTopologicalNamingProblem.py
2d1edacaa9	2024-07-04	shai	fix		0	0	open	7	n/a (TNP test file + docstring)	Add fixes suggested by @bgbsww	PartDesignTests/TestTopologicalNamingProblem.py
aac8bdd7bc	2024-06-29	wmayer	fix		0	0	open	1	n/a (Fork's Std_RandomColor never recurses into group children)	Fixes #14772: Random color problem	Gui/ViewProviderBody.cpp
0af1ec2cf3	2024-07-03	wmayer	?		0	0	open	1		PD: Do not set hard-coded maximum for thickness parameter	Gui/TaskThicknessParameters.cpp
7c0ecac580	2024-07-03	wmayer	noise		0	0	open	53		PD: Fix linter warnings in TaskThicknessParameters	Gui/TaskThicknessParameters.cpp
610e1d67ad	2024-07-03	wmayer	refactor		0	0	open	117		PD: Refactor TaskThicknessParameters	Gui/TaskThicknessParameters.cpp Gui/TaskThicknessParameters.h
7a9fd501c3	2024-07-03	wmayer	noise		0	0	open	91		PD: Reformat TaskThicknessParameters	Gui/TaskThicknessParameters.cpp Gui/TaskThicknessParameters.h
a77d6b8a38	2024-07-04	FEA-eng	?		0	0	open	2		PD: Update Workbench.cpp	Gui/Workbench.cpp
dd71f4d5db	2024-07-05	wmayer	?		0	0	open	161		PD: Remove dead code from workbench class	Gui/Workbench.cpp Gui/Workbench.h
561e521817	2024-07-05	wmayer	noise		1	0	open	7		MSVC: Fix warning C4005: 'NOMINMAX': macro redefinition	Gui/PreCompiled.h
f823f3fd8a	2024-07-01	bgbsww	feature		0	0	open	13		Toponaming: Tweak test framework to allow leaving documents for examination	PartDesignTests/TestTopologicalNamingProblem.py
fadb607054	2024-07-01	wmayer	?		0	0	open	4		Tests: Make PD and Sketcher tests independent of user settings	PartDesignTests/TestTopologicalNamingProblem.py
7d21d9edb8	2024-07-09	Max Wilfinger	noise		0	0	open	18		Fix source string typos mentioned on Crowdin (#15261)	App/FeatureHelix.cpp Gui/CommandBody.cpp Gui/ViewProviderTransformed.cpp InvoluteGearFeature.py SprocketFeature.ui
5568b40a07	2024-07-08	bgbsww	fix		0	0	open	315		Toponaming: Add missing TNP element name code; rough in more TNP tests (#14561)	PartDesignTests/TestTopologicalNamingProblem.py
e6fbc6b447	2024-07-09	bgbsww	fix		0	0	open	61	have (SuppressedShape, Suppress-aware recompute and updateSuppressedShape are the f...)	Toponaming: Missing suppress property and code	App/Feature.cpp App/Feature.h
bcea524177	2024-07-04	Zheng, Lei	fix		0	0	open	29	have (Body.cpp:669-694 has the same skip in getSubObject)	Toponaming: Missing getSubObject code in PartDesign::Body and SketchObject::getSubObject	App/Body.cpp
cf6d8da448	2024-07-17	wmayer	?		0	0	open	64		PD: Make blockUpdate private class member	Gui/TaskDraftParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskRevolutionParameters.cpp
351397e088	2024-07-18	wmayer	refactor		0	0	open	206		PD: Replace helper functions in subclasses of TaskDlgFeatureParameters with a template function	Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskFeatureParameters.h Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.h Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskLoftParameters.cpp Gui/TaskLoftParameters.h Gui/TaskPadParameters.h Gui/TaskPipeParameters.cpp Gui/TaskPocketParameters.h Gui/TaskRevolutionParameters.h Gui/TaskSketchBasedParameters.cpp Gui/TaskThicknessParameters.cpp Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/ViewProvider.cpp Gui/ViewProviderHole.cpp
5731a27609	2024-07-18	wmayer	feature		0	0	open	1551		PD: Add template helper functions to safely access feature or view provider	Gui/TaskExtrudeParameters.cpp Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskLoftParameters.h Gui/TaskPadParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskPipeParameters.h Gui/TaskPocketParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskSketchBasedParameters.cpp
839fd1fec0	2024-07-18	wmayer	fix		0	0	open	872	adapted ec56d111f7 (early returns, no getObject<T>)	PD: Fix possible crash in primitive dialog	Gui/TaskPrimitiveParameters.cpp Gui/TaskPrimitiveParameters.h
c1a7edc221	2024-07-18	wmayer	fix		0	0	open	285	have (vp nulled on delete)	PD: Fix possible crashes in dress-up task panels	Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskFilletParameters.cpp Gui/TaskThicknessParameters.cpp
0bddc51805	2024-07-19	bgbsww	refactor		0	0	open	4		Refactor all element name pairs into clearer struct names - renames	App/FeatureDressUp.cpp
5afdc19874	2024-07-18	bgbsww	refactor		1	0	open	2		Toponaming: Cleanup	App/Feature.cpp
8249b81d93	2024-07-17	Chris Hennes	fix		1	0	open	36	taken 9a45edc726 (not run here)	PD/Tests: Correct TestPartDesignGui for Qt6	TestPartDesignGui.py
a71f49f4f6	2024-07-23	luzpaz	noise		0	0	open	8		Fix trailing newlines and minor typo fixes	App/FeatureHelix.cpp PartDesignTests/TestHelix.py
6a5207f7a8	2024-07-22	bgbsww	refactor		0	0	open	81		Toponaming: Cleanup review notes	App/FeatureLoft.cpp PartDesignTests/TestLoft.py
233fcd1416	2024-07-27	David Carter	?		0	0	open	111		Material: PartDesign DiffuseColor custom attribute	CMakeLists.txt Gui/ViewProviderPy.xml PartDesignTests/TestMaterial.py TestPartDesignGui.py
a348a1bc82	2024-07-28	bgbsww	fix		0	0	open	324	have (Upstream porting fork TNP code)	Toponaming:  Update tests, implement missing subtractive operation tests, fix helix and revolution	App/Feature.cpp App/Feature.h App/FeatureAddSub.cpp App/FeatureAddSub.h App/FeatureBoolean.cpp App/FeatureBoolean.h App/FeatureHelix.cpp App/FeaturePipe.cpp App/FeatureRevolution.cpp PartDesignTests/TestTopologicalNamingProblem.py
cd128984e1	2024-08-02	bgbsww	?		0	0	open	14		Toponaming: make sure toposhapes have hashers	PartDesignTests/TestTopologicalNamingProblem.py
19b63630c6	2024-08-04	bgbsww	noise		0	0	open	605		Toponaming: reformat tnp tests	PartDesignTests/TestTopologicalNamingProblem.py
dcfae6a897	2024-08-05	Florian Foinant-Willig	?		0	0	open	91		[PD] Revert 316506f, back to shell algo for some helix cases (#15678)	App/FeatureHelix.cpp App/FeatureHelix.h PartDesignTests/TestHelix.py
80045d0e88	2024-08-03	bgbsww	fix		0	0	open	18	have (Fork is the origin (Utils.cpp:1695-1765))	Toponaming: add code to implement guessing missing references	Gui/TaskDressUpParameters.cpp Gui/TaskFilletParameters.cpp
74e5c3fafb	2024-08-05	Chris Hennes	?		0	0	open	91		Revert "[PD] Revert 316506f, back to shell algo for some helix cases (#15678)"	App/FeatureHelix.cpp App/FeatureHelix.h PartDesignTests/TestHelix.py
4afbe73f51	2024-08-05	bgbsww	fix		0	0	open	86	have (PropertyPartShape::Restore reads HasherIndex/SaveHasher with defaults)	Toponaming: Fix PropertyTopoShape restore; tweak Loft test; missing TopoShape method.	PartDesignTests/TestLoft.py PartDesignTests/TestTopologicalNamingProblem.py
2b97b20a03	2024-08-06	bgbsww	feature		0	0	open	111		Toponaming: Additional element map changes to transform	App/FeatureTransformed.cpp App/FeatureTransformed.h PartDesignTests/TestLinearPattern.py PartDesignTests/TestPolarPattern.py
4925957185	2024-08-06	bgbsww	fix		0	0	open	213	have (Fork's loop closes correctly (FeatureLoft.cpp:183-188))	Toponaming:  fix loft mistake and complete test	App/FeatureLoft.cpp PartDesignTests/TestLoft.py
aab0b31aec	2024-08-07	bgbsww	?		0	0	open	123		Toponaming: Make FeatureThickness elementMap aware	App/FeatureThickness.cpp PartDesignTests/TestThickness.py
25ba8ab223	2024-08-09	bgbsww	fix		0	0	open	99	have (The fork already names each transformed instance: makETransform(*t, "I<idx>")...)	Toponaming: Fix transformed; abstract index element name generation	App/FeatureTransformed.cpp PartDesignTests/TestMultiTransform.py PartDesignTests/TestTopologicalNamingProblem.py
d62444e230	2024-08-12	MisterMaker	?		0	0	open	4		Update FeatureLoft.cpp (#15851)	App/FeatureLoft.cpp
a1ce983035	2024-08-12	bgbsww	fix		0	0	open	98	adapted 156e84ea7d (count() and test; plus the SaveDocFile marker)	Toponaming: Missing shape hasher line; fixed cleaned Transformed	App/FeatureTransformed.cpp PartDesignTests/TestLinearPattern.py PartDesignTests/TestPolarPattern.py PartDesignTests/TestTopologicalNamingProblem.py
f0982d1d61	2024-08-18	bgbsww	refactor		0	0	open	20		Toponaming:  Fuse call makeElementRefine; remove deprecated refineSha... (#15897)	App/FeatureTransformed.cpp
0dae7353d1	2024-08-18	wmayer	?		0	0	open	13		PD: Make PD tests more robust	PartDesignTests/TestLinearPattern.py PartDesignTests/TestPolarPattern.py PartDesignTests/TestTopologicalNamingProblem.py
c8c657eefe	2024-08-18	bgbsww	fix		0	0	open	28	n/a (Upstream MapperMaker MultiFuse path)	Fix shape color / materials issues in fuse	PartDesignTests/TestTopologicalNamingProblem.py
ffb2ebe4c6	2024-08-22	Florian Foinant-Willig	fix		0	0	open	52	deferred (with the helix family, c7d85ff9d9)	[PD] helix fix	App/FeatureHelix.cpp App/FeatureHelix.h PartDesignTests/TestTopologicalNamingProblem.py
70d0d50746	2024-08-06	Alfredo Monclus	fix		0	0	open	2	have (ThreadSize combo already Expanding (TaskHoleParameters.ui:216))	fix(PD): threadtype combobox too small for metric fine	Gui/TaskHoleParameters.ui
8c08549f5a	2024-08-26	bgbsww	fix		0	0	open	42	adapted 2605cb0fa1 (Part hunks; the PD hunk was here)	Update to Toposhape versions and fix shapebinder references with test (#16036)	App/FeatureSketchBased.cpp PartDesignTests/TestShapeBinder.py
ecf7e51ab3	2024-05-20	bgbsww	?		0	0	open	1632		Toponaming: Remove all FC_USE_TNP_FIX protected old code	App/Feature.cpp App/FeatureChamfer.cpp App/FeatureDressUp.cpp App/FeatureFillet.cpp App/FeatureGroove.cpp App/FeatureLoft.cpp App/FeaturePad.cpp App/FeaturePipe.cpp App/FeaturePocket.cpp App/FeaturePrimitive.cpp App/FeatureRevolution.cpp App/FeatureRevolution.h App/FeatureSketchBased.cpp App/FeatureTransformed.cpp App/ShapeBinder.cpp
3e33f184b4	2024-08-18	wmayer	refactor		0	0	open	12		Core: Rename ViewProviderPythonFeature to ViewProviderFeaturePython	Gui/ViewProvider.cpp Gui/ViewProvider.h Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderShapeBinder.h
34030c9ece	2024-08-25	bgbsww	?		0	0	open	1529		Toponaming: Run black on the entire toponaming python test file.	PartDesignTests/TestTopologicalNamingProblem.py
c80fd64c82	2024-08-26	wmayer	noise		0	0	open	4		PD: Fix compiler warning	App/FeatureRevolution.cpp
2a541c9536	2024-08-28	bgbsww	?		0	0	open	131		Toponaming:  Remove remaining FC_USE_TNP_FIX defines	App/Feature.cpp App/Feature.h App/FeatureAddSub.cpp App/FeatureAddSub.h App/FeatureBoolean.cpp App/FeatureSketchBased.cpp App/ShapeBinder.cpp Gui/TaskDressUpParameters.cpp
e98ffc3060	2024-09-02	wwmayer	?		0	0	open	2191		PartDesign: Prepare for clang-format (#16048)	App/AppPartDesign.cpp Gui/AppPartDesignGui.cpp Gui/TaskBooleanParameters.cpp Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskPrimitiveParameters.cpp
